OID,CID
5035,2230
5036,498
5037,2899
5038,463
5039,358
5040,434
5041,1474
5042,1895
5043,2282
5044,251
5045,3665
5046,3726
5047,3220
5048,2476
5049,3744
5050,3415
5051,2206
5052,3653
5053,3295
5054,3167
5055,536
5056,391
5057,2543
5058,1767
5059,1302
5060,456
5061,2431
5062,2548
5063,3038
5064,1759
5065,1045
5066,3966
5067,2654
5068,3240
5069,3706
5070,2830
5071,2048
5072,1193
5073,3048
5074,743
5075,203
5076,2029
5077,3985
5078,904
5079,3323
5080,3932
5081,105
5082,2488
5083,2599
5084,803
5085,2460
5086,1001
5087,2872
5088,128
5089,726
5090,352
5091,2597
5092,3481
5093,2937
5094,2541
5095,2201
5096,2345
5097,1859
5098,2111
5099,1974
5100,3325
5101,2134
5102,2395
5103,3792
5104,2672
5105,204
5106,2185
5107,599
5108,1253
5109,1338
5110,2404
5111,2145
5112,2441
5113,1104
5114,2234
5115,4038
5116,354
5117,2869
5118,3980
5119,2521
5120,3872
5121,1125
5122,3185
5123,1611
5124,1321
5125,160
5126,904
5127,1628
5128,1011
5129,3390
5130,479
5131,1184
5132,1526
5133,1964
5134,1621
5135,2616
5136,434
5137,3504
5138,103
5139,3284
5140,1572
5141,1916
5142,1487
5143,3954
5144,3963
5145,918
5146,1051
5147,399
5148,592
5149,845
5150,925
5151,944
5152,1535
5153,3250
5154,461
5155,2014
5156,510
5157,1398
5158,1426
5159,3572
5160,1452
5161,934
5162,1908
5163,1562
5164,537
5165,2232
5166,3693
5167,436
5168,89
5169,433
5170,526
5171,941
5172,162
5173,3723
5174,1762
5175,826
5176,531
5177,1717
5178,296
5179,2533
5180,1724
5181,2130
5182,1884
5183,1426
5184,3121
5185,1351
5186,502
5187,569
5188,3020
5189,337
5190,1336
5191,3159
5192,3098
5193,2592
5194,1257
5195,1284
5196,2276
5197,3357
5198,886
5199,1033
5200,535
5201,1485
5202,2311
5203,1415
5204,684
5205,793
5206,3773
5207,124
5208,4002
5209,1975
5210,2778
5211,659
5212,1350
5213,3369
5214,617
5215,2655
5216,3452
5217,2207
5218,2854
5219,1086
5220,699
5221,2851
5222,1218
5223,2793
5224,1302
5225,3545
5226,720
5227,693
5228,2171
5229,3638
5230,3684
5231,2426
5232,2914
5233,3826
5234,1806
5235,3158
5236,3745
5237,3910
5238,105
5239,1026
5240,4025
5241,457
5242,805
5243,2377
5244,2266
5245,2919
5246,917
5247,1971
5248,1133
5249,3214
5250,1934
5251,3654
5252,1653
5253,556
5254,2983
5255,799
5256,3422
5257,828
5258,2023
5259,2511
5260,3828
5261,2202
5262,1522
5263,2259
5264,3708
5265,1035
5266,2204
5267,1018
5268,1353
5269,2948
5270,2610
5271,2931
5272,1740
5273,2599
5274,420
5275,3187
5276,2175
5277,2942
5278,3501
5279,3068
5280,3104
5281,2257
5282,2680
5283,1857
5284,3696
5285,2823
5286,3105
5287,1790
5288,1824
5289,1615
5290,401
5291,1869
5292,2108
5293,2514
5294,2419
5295,789
5296,3618
5297,2166
5298,2056
5299,2110
5300,1262
5301,1216
5302,1086
5303,3153
5304,3891
5305,3118
5306,3747
5307,366
5308,2545
5309,1894
5310,762
5311,3814
5312,987
5313,1758
5314,2972
5315,3257
5316,1077
5317,1663
5318,659
5319,3191
5320,265
5321,3795
5322,2745
5323,1474
5324,214
5325,2130
5326,1091
5327,3134
5328,2345
5329,2647
5330,3113
5331,3343
5332,2773
5333,2125
5334,2706
5335,3208
5336,1753
5337,103
5338,1006
5339,793
5340,2662
5341,1493
5342,3063
5343,762
5344,3458
5345,3853
5346,809
5347,3522
5348,3214
5349,2088
5350,1944
5351,2088
5352,1251
5353,2911
5354,3410
5355,524
5356,4037
5357,389
5358,1399
5359,3628
5360,2268
5361,512
5362,995
5363,2674
5364,3365
5365,3423
5366,3585
5367,1645
5368,2452
5369,47
5370,2111
5371,3435
5372,554
5373,4013
5374,3441
5375,3392
5376,103
5377,2645
5378,1362
5379,2800
5380,1221
5381,3227
5382,101
5383,0
5384,3648
5385,3251
5386,551
5387,1525
5388,3077
5389,3500
5390,3781
5391,3489
5392,991
5393,1306
5394,3312
5395,3112
5396,593
5397,2508
5398,648
5399,3411
5400,91
5401,3651
5402,2972
5403,2154
5404,2528
5405,1086
5406,2952
5407,2829
5408,1959
5409,1841
5410,2575
5411,2094
5412,51
5413,3608
5414,1765
5415,1740
5416,3605
5417,1120
5418,3195
5419,2759
5420,322
5421,2731
5422,591
5423,2947
5424,3043
5425,1684
5426,3535
5427,1540
5428,205
5429,2061
5430,1579
5431,2346
5432,4022
5433,2694
5434,3051
5435,2424
5436,3598
5437,1136
5438,1801
5439,1385
5440,2078
5441,1728
5442,2836
5443,1463
5444,3846
5445,3965
5446,1951
5447,89
5448,106
5449,2350
5450,384
5451,1584
5452,587
5453,870
5454,2231
5455,3995
5456,1434
5457,2709
5458,1025
5459,2561
5460,3724
5461,3744
5462,1941
5463,1032
5464,1767
5465,198
5466,2743
5467,994
5468,1506
5469,2835
5470,3284
5471,2197
5472,2995
5473,3106
5474,1305
5475,3566
5476,102
5477,2397
5478,1612
5479,3916
5480,591
5481,3184
5482,3386
5483,2956
5484,1249
5485,1752
5486,3439
5487,403
5488,3698
5489,3256
5490,158
5491,3268
5492,871
5493,4003
5494,346
5495,1164
5496,2657
5497,3684
5498,840
5499,2234
5500,507
5501,1735
5502,995
5503,1475
5504,2908
5505,1268
5506,2499
5507,2777
5508,1284
5509,2073
5510,2308
5511,1996
5512,2989
5513,419
5514,1318
5515,3003
5516,3951
5517,3616
5518,721
5519,2022
5520,2065
5521,1580
5522,2995
5523,2771
5524,1568
5525,3849
5526,3374
5527,2741
5528,984
5529,2076
5530,2108
5531,776
5532,1559
5533,2228
5534,690
5535,2696
5536,698
5537,2113
5538,2755
5539,2326
5540,3755
5541,1544
5542,2380
5543,1459
5544,2054
5545,3060
5546,4004
5547,252
5548,1457
5549,1692
5550,3587
5551,2174
5552,2289
5553,3184
5554,2023
5555,1681
5556,2344
5557,2245
5558,2102
5559,2686
5560,3024
5561,2817
5562,922
5563,3138
5564,1344
5565,1181
5566,4021
5567,778
5568,2411
5569,3792
5570,2702
5571,2669
5572,3912
5573,2382
5574,3510
5575,987
5576,3758
5577,206
5578,3618
5579,361
5580,3361
5581,2258
5582,4038
5583,318
5584,2470
5585,2285
5586,2607
5587,2388
5588,2765
5589,1228
5590,403
5591,1521
5592,393
5593,1104
5594,1012
5595,2486
5596,2537
5597,1749
5598,178
5599,3401
5600,817
5601,1531
5602,3688
5603,3558
5604,3497
5605,2510
5606,3306
5607,2997
5608,512
5609,1647
5610,134
5611,1400
5612,2623
5613,2867
5614,1286
5615,2907
5616,3430
5617,58
5618,3752
5619,407
5620,236
5621,483
5622,3836
5623,3816
5624,2934
5625,2183
5626,385
5627,1610
5628,388
5629,1050
5630,3510
5631,311
5632,2333
5633,1489
5634,155
5635,763
5636,2890
5637,3541
5638,1384
5639,1390
5640,2871
5641,3575
5642,2746
5643,1961
5644,3540
5645,3151
5646,2844
5647,4009
5648,2299
5649,2554
5650,2364
5651,3241
5652,75
5653,1798
5654,2635
5655,3948
5656,2562
5657,1379
5658,3856
5659,1527
5660,15
5661,3350
5662,2131
5663,2558
5664,2799
5665,2191
5666,812
5667,1166
5668,3996
5669,3709
5670,1016
5671,507
5672,3415
5673,464
5674,1990
5675,2978
5676,1703
5677,1005
5678,2795
5679,1582
5680,3557
5681,1689
5682,3946
5683,3607
5684,1968
5685,1540
5686,3466
5687,856
5688,2538
5689,261
5690,2802
5691,1995
5692,1930
5693,1545
5694,2902
5695,2914
5696,2217
5697,2865
5698,1715
5699,2882
5700,1342
5701,2296
5702,1704
5703,773
5704,1606
5705,3648
5706,2178
5707,1628
5708,1087
5709,171
5710,447
5711,3287
5712,2572
5713,1139
5714,1299
5715,1224
5716,2729
5717,3851
5718,1178
5719,1842
5720,970
5721,1255
5722,3092
5723,3401
5724,924
5725,1898
5726,285
5727,1084
5728,2244
5729,923
5730,1038
5731,2480
5732,994
5733,1055
5734,2151
5735,3643
5736,2412
5737,352
5738,984
5739,980
5740,120
5741,548
5742,2934
5743,1944
5744,2719
5745,3190
5746,2158
5747,2877
5748,3024
5749,3737
5750,3373
5751,2352
5752,3761
5753,96
5754,1526
5755,3091
5756,2715
5757,243
5758,3036
5759,3056
5760,1735
5761,151
5762,3430
5763,1966
5764,3302
5765,1307
5766,1673
5767,3436
5768,1355
5769,986
5770,3678
5771,1484
5772,2467
5773,1211
5774,3994
5775,3214
5776,2181
5777,2676
5778,1568
5779,1446
5780,1384
5781,165
5782,830
5783,1694
5784,1054
5785,2478
5786,1884
5787,4030
5788,2712
5789,501
5790,1749
5791,2552
5792,3631
5793,2105
5794,2513
5795,1599
5796,1561
5797,1200
5798,308
5799,1449
5800,518
5801,3784
5802,1045
5803,972
5804,2670
5805,1149
5806,3246
5807,3257
5808,849
5809,3643
5810,2438
5811,3623
5812,2200
5813,1202
5814,3551
5815,1786
5816,2264
5817,3000
5818,1855
5819,473
5820,1116
5821,3859
5822,2377
5823,2940
5824,1271
5825,3904
5826,782
5827,3951
5828,138
5829,771
5830,21
5831,1192
5832,1379
5833,2175
5834,1662
5835,355
5836,1646
5837,3527
5838,192
5839,980
5840,2803
5841,232
5842,3425
5843,3293
5844,2046
5845,1050
5846,1737
5847,2861
5848,2061
5849,3593
5850,2640
5851,2702
5852,1206
5853,3480
5854,2065
5855,835
5856,2130
5857,3650
5858,465
5859,2582
5860,3925
5861,515
5862,2753
5863,3468
5864,3578
5865,126
5866,3051
5867,346
5868,1436
5869,3997
5870,8
5871,2682
5872,2194
5873,2040
5874,3620
5875,1405
5876,3069
5877,3772
5878,2557
5879,3431
5880,365
5881,2251
5882,863
5883,2446
5884,1097
5885,2063
5886,1109
5887,2604
5888,1276
5889,642
5890,2833
5891,1593
5892,3856
5893,3706
5894,593
5895,2312
5896,183
5897,488
5898,2421
5899,1281
5900,3946
5901,3050
5902,2872
5903,1668
5904,3672
5905,2891
5906,917
5907,3481
5908,1357
5909,3572
5910,1792
5911,509
5912,1189
5913,2138
5914,63
5915,2413
5916,307
5917,2237
5918,2443
5919,982
5920,3808
5921,3439
5922,2935
5923,2606
5924,3560
5925,3666
5926,3912
5927,855
5928,1390
5929,153
5930,2566
5931,262
5932,4038
5933,1125
5934,3062
5935,2159
5936,1799
5937,3891
5938,1745
5939,2314
5940,710
5941,3187
5942,208
5943,545
5944,1791
5945,868
5946,3803
5947,68
5948,338
5949,8
5950,18
5951,3378
5952,3812
5953,485
5954,4030
5955,59
5956,2991
5957,3035
5958,3461
5959,311
5960,950
5961,3977
5962,3419
5963,555
5964,581
5965,312
5966,2213
5967,1630
5968,3649
5969,6
5970,2594
5971,2665
5972,397
5973,1598
5974,3791
5975,1930
5976,3604
5977,1112
5978,1555
5979,4000
5980,1093
5981,3876
5982,531
5983,2707
5984,3909
5985,3026
5986,3550
5987,1115
5988,3358
5989,3413
5990,3314
5991,1447
5992,2423
5993,2789
5994,2361
5995,787
5996,1095
5997,3585
5998,773
5999,3576
6000,1359
6001,182
6002,3236
6003,1621
6004,540
6005,3062
6006,782
6007,3502
6008,2229
6009,2325
6010,3389
6011,1376
6012,2362
6013,911
6014,1099
6015,363
6016,2245
6017,2278
6018,3973
6019,508
6020,2443
6021,713
6022,1209
6023,3057
6024,2861
6025,121
6026,338
6027,802
6028,424
6029,3030
6030,385
6031,1328
6032,3153
6033,1414
6034,2873
6035,649
6036,555
6037,1789
6038,1440
6039,1095
6040,37
6041,1049
6042,259
6043,359
6044,2721
6045,2626
6046,3311
6047,3787
6048,1865
6049,2638
6050,3913
6051,1458
6052,2285
6053,3396
6054,2798
6055,3361
6056,668
6057,3297
6058,985
6059,1890
6060,2035
6061,3623
6062,2596
6063,2848
6064,1434
6065,2608
6066,3069
6067,2738
6068,2354
6069,2807
6070,807
6071,2272
6072,1979
6073,2289
6074,1924
6075,3267
6076,1380
6077,1067
6078,3652
6079,2575
6080,4038
6081,3850
6082,1365
6083,536
6084,1659
6085,1124
6086,3770
6087,3635
6088,1932
6089,2636
6090,1516
6091,3749
6092,223
6093,1242
6094,696
6095,3059
6096,2253
6097,16
6098,1414
6099,1400
6100,1302
6101,298
6102,375
6103,2412
6104,3875
6105,3720
6106,610
6107,1125
6108,2725
6109,3661
6110,458
6111,2373
6112,11
6113,1587
6114,1916
6115,504
6116,2777
6117,1771
6118,1909
6119,1781
6120,2212
6121,1235
6122,1673
6123,2691
6124,836
6125,3108
6126,2411
6127,2030
6128,328
6129,4010
6130,3498
6131,1218
6132,1036
6133,944
6134,1876
6135,3114
6136,366
6137,350
6138,3236
6139,620
6140,2645
6141,1778
6142,1991
6143,586
6144,273
6145,2107
6146,207
6147,3601
6148,2578
6149,1752
6150,2459
6151,328
6152,3811
6153,85
6154,2228
6155,485
6156,1727
6157,2086
6158,1026
6159,1306
6160,1066
6161,2747
6162,3963
6163,3486
6164,724
6165,3166
6166,3640
6167,3097
6168,2256
6169,2069
6170,2023
6171,1564
6172,427
6173,1216
6174,1835
6175,667
6176,3550
6177,819
6178,4013
6179,1747
6180,2650
6181,2920
6182,693
6183,3597
6184,3206
6185,2332
6186,3452
6187,1619
6188,3070
6189,3032
6190,1160
6191,3263
6192,2747
6193,1139
6194,2173
6195,3283
6196,2890
6197,2267
6198,3522
6199,122
6200,1054
6201,2607
6202,1881
6203,2749
6204,3683
6205,1622
6206,2215
6207,3916
6208,2924
6209,1088
6210,2669
6211,2309
6212,3101
6213,233
6214,3308
6215,1158
6216,976
6217,1824
6218,37
6219,3956
6220,3662
6221,3860
6222,308
6223,3761
6224,332
6225,1554
6226,3233
6227,3236
6228,2241
6229,1942
6230,1295
6231,1394
6232,1295
6233,3499
6234,2600
6235,2968
6236,1271
6237,2387
6238,1959
6239,1450
6240,1326
6241,1683
6242,2663
6243,3056
6244,3821
6245,3680
6246,3423
6247,3444
6248,891
6249,556
6250,3363
6251,2684
6252,3891
6253,3688
6254,1186
6255,3942
6256,1241
6257,3877
6258,3333
6259,1068
6260,3867
6261,1143
6262,5
6263,2204
6264,1941
6265,1119
6266,1121
6267,1299
6268,3555
6269,2454
6270,973
6271,839
6272,2837
6273,233
6274,2792
6275,3443
6276,96
6277,2437
6278,3973
6279,2940
6280,2407
6281,3704
6282,187
6283,448
6284,1834
6285,3301
6286,189
6287,1154
6288,3295
6289,1885
6290,3545
6291,1052
6292,527
6293,3016
6294,1328
6295,930
6296,390
6297,466
6298,1405
6299,2556
6300,898
6301,1484
6302,2544
6303,2651
6304,2807
6305,1742
6306,2292
6307,2080
6308,724
6309,1058
6310,717
6311,1442
6312,2731
6313,768
6314,41
6315,323
6316,1235
6317,453
6318,2820
6319,166
6320,2956
6321,58
6322,3675
6323,3568
6324,557
6325,601
6326,3195
6327,847
6328,4028
6329,1818
6330,2176
6331,883
6332,1469
6333,1067
6334,786
6335,1951
6336,443
6337,3910
6338,3318
6339,1003
6340,2492
6341,3315
6342,1587
6343,504
6344,221
6345,3501
6346,2333
6347,3645
6348,3307
6349,420
6350,1489
6351,3024
6352,3508
6353,2715
6354,1896
6355,2771
6356,1168
6357,3415
6358,3288
6359,271
6360,3876
6361,3862
6362,3199
6363,1573
6364,1296
6365,2826
6366,909
6367,3745
6368,886
6369,2000
6370,1157
6371,2207
6372,3463
6373,52
6374,2573
6375,883
6376,998
6377,2316
6378,1787
6379,1935
6380,1685
6381,3663
6382,1707
6383,392
6384,1023
6385,3929
6386,2511
6387,1287
6388,2329
6389,3891
6390,3163
6391,1877
6392,984
6393,322
6394,2845
6395,1366
6396,3049
6397,1196
6398,3170
6399,52
6400,3440
6401,2559
6402,3477
6403,2490
6404,2642
6405,1430
6406,3417
6407,3427
6408,3474
6409,2892
6410,118
6411,3918
6412,1475
6413,1005
6414,662
6415,2319
6416,3486
6417,2997
6418,2611
6419,396
6420,2966
6421,1118
6422,3242
6423,389
6424,3361
6425,3214
6426,3258
6427,1708
6428,463
6429,809
6430,2402
6431,273
6432,26
6433,1062
6434,1661
6435,3794
6436,2824
6437,1754
6438,2058
6439,1523
6440,2965
6441,3370
6442,259
6443,1450
6444,2935
6445,1854
6446,2159
6447,1458
6448,501
6449,2978
6450,3593
6451,102
6452,1706
6453,3398
6454,3036
6455,48
6456,1092
6457,3178
6458,2104
6459,490
6460,33
6461,438
6462,1561
6463,3956
6464,1220
6465,2067
6466,2317
6467,358
6468,3297
6469,404
6470,3907
6471,2871
6472,1143
6473,2786
6474,415
6475,2290
6476,2722
6477,543
6478,1696
6479,3153
6480,2710
6481,1959
6482,1833
6483,295
6484,938
6485,948
6486,3805
6487,2922
6488,3999
6489,2339
6490,2555
6491,2679
6492,1773
6493,32
6494,3628
6495,3180
6496,2079
6497,3803
6498,1706
6499,1630
6500,124
6501,969
6502,1673
6503,728
6504,2230
6505,1120
6506,1713
6507,1109
6508,407
6509,2111
6510,3351
6511,2410
6512,984
6513,968
6514,1725
6515,2843
6516,2138
6517,3192
6518,1934
6519,2360
6520,2683
6521,3765
6522,3379
6523,228
6524,1814
6525,2572
6526,155
6527,129
6528,320
6529,2871
6530,768
6531,2298
6532,3196
6533,3950
6534,3663
6535,3269
6536,1305
6537,3003
6538,1253
6539,2956
6540,104
6541,1805
6542,1542
6543,1707
6544,869
6545,783
6546,2238
6547,189
6548,559
6549,2886
6550,3250
6551,2380
6552,3212
6553,3795
6554,974
6555,1963
6556,555
6557,3611
6558,393
6559,1379
6560,1043
6561,1738
6562,2875
6563,1570
6564,1897
6565,1828
6566,421
6567,2141
6568,951
6569,2432
6570,1059
6571,524
6572,889
6573,1095
6574,1983
6575,2757
6576,561
6577,3567
6578,3014
6579,3448
6580,2942
6581,3174
6582,2463
6583,3669
6584,3541
6585,883
6586,3208
6587,786
6588,1409
6589,2367
6590,1212
6591,1207
6592,2384
6593,490
6594,1150
6595,3246
6596,4000
6597,1871
6598,2025
6599,3978
6600,1968
6601,1070
6602,2293
6603,3004
6604,2800
6605,3608
6606,252
6607,2455
6608,3439
6609,1463
6610,3455
6611,2109
6612,589
6613,3413
6614,2710
6615,1624
6616,3528
6617,2894
6618,1935
6619,248
6620,1758
6621,285
6622,3332
6623,1730
6624,1936
6625,2969
6626,3947
6627,2342
6628,2005
6629,2317
6630,2405
6631,2698
6632,3252
6633,1044
6634,754
6635,3645
6636,421
6637,1710
6638,2270
6639,251
6640,1961
6641,3832
6642,3386
6643,2432
6644,116
6645,3111
6646,1725
6647,3064
6648,129
6649,1002
6650,2813
6651,1933
6652,1188
6653,2414
6654,1690
6655,3677
6656,1210
6657,2375
6658,244
6659,3431
6660,1319
6661,532
6662,3324
6663,1913
6664,3306
6665,3774
6666,94
6667,510
6668,1642
6669,961
6670,2284
6671,1341
6672,934
6673,106
6674,950
6675,1870
6676,2433
6677,2117
6678,1301
6679,753
6680,770
6681,2412
6682,4024
6683,520
6684,1320
6685,86
6686,1691
6687,2010
6688,705
6689,3472
6690,1699
6691,1280
6692,3834
6693,1757
6694,2099
6695,3481
6696,1395
6697,4031
6698,3113
6699,835
6700,1902
6701,3845
6702,802
6703,4018
6704,702
6705,2804
6706,1113
6707,3800
6708,2205
6709,3585
6710,3613
6711,648
6712,3950
6713,396
6714,649
6715,2216
6716,1619
6717,1307
6718,615
6719,1167
6720,3956
6721,1501
6722,3777
6723,2582
6724,3162
6725,3595
6726,1762
6727,2007
6728,1350
6729,212
6730,619
6731,2881
6732,1086
6733,2885
6734,2295
6735,629
6736,2715
6737,3686
6738,376
6739,2689
6740,1073
6741,2151
6742,1614
6743,1007
6744,2978
6745,950
6746,1956
6747,1542
6748,2632
6749,1562
6750,2090
6751,3453
6752,1895
6753,3645
6754,1023
6755,1392
6756,3057
6757,3193
6758,743
6759,1477
6760,2419
6761,2435
6762,3301
6763,784
6764,699
6765,2855
6766,2325
6767,1899
6768,2053
6769,1178
6770,2841
6771,3703
6772,565
6773,598
6774,1706
6775,531
6776,3519
6777,2524
6778,413
6779,3043
6780,1093
6781,1243
6782,4008
6783,1067
6784,2488
6785,2767
6786,3480
6787,700
6788,2932
6789,3495
6790,2137
6791,2901
6792,1120
6793,829
6794,849
6795,3440
6796,222
6797,2844
6798,2344
6799,3063
6800,4015
6801,3920
6802,3300
6803,2101
6804,3262
6805,3226
6806,543
6807,2684
6808,2638
6809,603
6810,3886
6811,3994
6812,574
6813,245
6814,1806
6815,1703
6816,2116
6817,777
6818,2111
6819,2800
6820,1165
6821,2611
6822,995
6823,1032
6824,2751
6825,114
6826,2576
6827,938
6828,2198
6829,3482
6830,3943
6831,1445
6832,1750
6833,855
6834,3841
6835,1944
6836,3541
6837,3942
6838,1904
6839,1676
6840,2534
6841,2844
6842,1431
6843,3589
6844,1247
6845,1374
6846,2166
6847,2430
6848,1482
6849,1868
6850,338
6851,361
6852,736
6853,359
6854,2205
6855,3336
6856,2088
6857,3023
6858,2024
6859,613
6860,2893
6861,3472
6862,2721
6863,2187
6864,3752
6865,498
6866,2280
6867,1108
6868,3214
6869,2418
6870,106
6871,1024
6872,110
6873,2623
6874,2642
6875,862
6876,3385
6877,459
6878,1294
6879,2456
6880,1436
6881,3269
6882,2480
6883,186
6884,245
6885,2109
6886,2361
6887,823
6888,1489
6889,277
6890,2931
6891,286
6892,1605
6893,3955
6894,2389
6895,698
6896,976
6897,1827
6898,975
6899,2511
6900,437
6901,3841
6902,2410
6903,2554
6904,736
6905,2316
6906,2907
6907,2307
6908,1449
6909,1434
6910,393
6911,133
6912,756
6913,3678
6914,814
6915,2742
6916,853
6917,1441
6918,1238
6919,3980
6920,622
6921,3614
6922,2121
6923,4033
6924,890
6925,2429
6926,3388
6927,2354
6928,3072
6929,774
6930,2661
6931,3864
6932,1032
6933,1008
6934,979
6935,2742
6936,765
6937,3096
6938,2303
6939,2417
6940,3099
6941,751
6942,2385
6943,2278
6944,2439
6945,3092
6946,2844
6947,796
6948,2825
6949,3277
6950,130
6951,521
6952,1067
6953,1072
6954,1653
6955,2625
6956,74
6957,655
6958,2350
6959,894
6960,2164
6961,1166
6962,1627
6963,373
6964,3752
6965,1995
6966,2507
6967,3067
6968,2415
6969,3144
6970,1437
6971,2045
6972,2988
6973,56
6974,2546
6975,3554
6976,206
6977,1919
6978,2748
6979,494
6980,962
6981,501
6982,1038
6983,2456
6984,1434
6985,3942
6986,3686
6987,2742
6988,1333
6989,2795
6990,2183
6991,678
6992,3438
6993,1961
6994,3953
6995,3683
6996,1715
6997,714
6998,380
6999,3787
7000,3590
7001,3343
7002,2081
7003,4008
7004,454
7005,1074
7006,753
7007,3186
7008,979
7009,3454
7010,1461
7011,2501
7012,1712
7013,3833
7014,3155
7015,542
7016,3488
7017,189
7018,477
7019,3320
7020,3096
7021,2820
7022,4029
7023,96
7024,3754
7025,3926
7026,1463
7027,3920
7028,382
7029,1386
7030,3
7031,2644
7032,1349
7033,1566
7034,78
7035,1634
7036,1344
7037,2129
7038,2115
7039,1339
7040,2585
7041,3946
7042,1561
7043,1213
7044,3273
7045,3990
7046,1568
7047,2383
7048,831
7049,3897
7050,1018
7051,938
7052,2411
7053,2905
7054,3138
7055,149
7056,204
7057,4036
7058,2043
7059,1409
7060,1902
7061,1985
7062,1480
7063,405
7064,637
7065,2538
7066,1155
7067,460
7068,3743
7069,2014
7070,569
7071,162
7072,2999
7073,3419
7074,3681
7075,3870
7076,2527
7077,926
7078,2959
7079,3624
7080,990
7081,217
7082,1302
7083,11
7084,3336
7085,443
7086,1484
7087,3385
7088,3667
7089,950
7090,834
7091,1697
7092,3329
7093,3530
7094,3620
7095,1428
7096,2201
7097,2549
7098,90
7099,1817
7100,1995
7101,3835
7102,1314
7103,2673
7104,1067
7105,1089
7106,3779
7107,2206
7108,1263
7109,1171
7110,2172
7111,1230
7112,3692
7113,805
7114,1875
7115,2793
7116,3061
7117,1677
7118,3861
7119,1955
7120,1091
7121,1563
7122,1101
7123,3636
7124,40
7125,1397
7126,275
7127,3352
7128,1927
7129,119
7130,1047
7131,1649
7132,2417
7133,34
7134,2689
7135,193
7136,639
7137,51
7138,3763
7139,2707
7140,483
7141,1932
7142,1374
7143,2815
7144,1933
7145,2693
7146,1578
7147,497
7148,1679
7149,493
7150,1888
7151,2098
7152,1347
7153,2181
7154,2396
7155,3173
7156,2759
7157,3764
7158,3498
7159,1942
7160,78
7161,2449
7162,1324
7163,2433
7164,1339
7165,1172
7166,1403
7167,1611
7168,1465
7169,702
7170,1947
7171,1626
7172,1176
7173,1837
7174,1125
7175,1210
7176,511
7177,421
7178,962
7179,3402
7180,642
7181,1461
7182,253
7183,578
7184,2109
7185,3781
7186,2968
7187,1700
7188,2043
7189,1916
7190,3872
7191,98
7192,3194
7193,657
7194,1168
7195,3366
7196,3080
7197,83
7198,3806
7199,2653
7200,833
7201,2127
7202,1461
7203,3500
7204,2984
7205,104
7206,1586
7207,1069
7208,2278
7209,3440
7210,1581
7211,2623
7212,2822
7213,1023
7214,3722
7215,3304
7216,2777
7217,1067
7218,495
7219,703
7220,2770
7221,2816
7222,978
7223,38
7224,4028
7225,3690
7226,2412
7227,582
7228,3284
7229,1438
7230,1034
7231,545
7232,432
7233,2204
7234,3707
7235,2356
7236,2271
7237,3028
7238,3698
7239,3819
7240,210
7241,3268
7242,3495
7243,75
7244,3740
7245,3244
7246,2187
7247,3985
7248,2385
7249,2134
7250,2471
7251,2801
7252,2069
7253,1396
7254,3104
7255,145
7256,257
7257,213
7258,490
7259,896
7260,2017
7261,690
7262,201
7263,367
7264,628
7265,1465
7266,1086
7267,3646
7268,1581
7269,38
7270,1622
7271,2333
7272,2060
7273,2404
7274,2144
7275,3892
7276,639
7277,3800
7278,1201
7279,1317
7280,3471
7281,1662
7282,2268
7283,3476
7284,2477
7285,1069
7286,711
7287,903
7288,2746
7289,2407
7290,688
7291,144
7292,570
7293,1787
7294,986
7295,1000
7296,1196
7297,757
7298,1909
7299,1452
7300,1581
7301,2550
7302,2004
7303,2948
7304,3583
7305,427
7306,3555
7307,1985
7308,867
7309,3109
7310,1392
7311,949
7312,1443
7313,3447
7314,2370
7315,1766
7316,488
7317,3316
7318,1306
7319,66
7320,2828
7321,2388
7322,671
7323,3720
7324,1422
7325,3994
7326,478
7327,4028
7328,2723
7329,2419
7330,1520
7331,1718
7332,2406
7333,802
7334,159
7335,471
7336,1709
7337,451
7338,1128
7339,3431
7340,2339
7341,3142
7342,3075
7343,1577
7344,742
7345,2856
7346,885
7347,2914
7348,1666
7349,2762
7350,3702
7351,984
7352,3746
7353,3903
7354,3337
7355,1025
7356,354
7357,648
7358,1109
7359,2621
7360,2282
7361,2808
7362,741
7363,1624
7364,992
7365,1043
7366,2717
7367,3921
7368,2171
7369,2824
7370,3987
7371,1893
7372,2025
7373,71
7374,608
7375,164
7376,1527
7377,955
7378,1602
7379,3577
7380,129
7381,1189
7382,984
7383,1537
7384,317
7385,528
7386,457
7387,3416
7388,2307
7389,582
7390,3169
7391,2554
7392,3563
7393,2581
7394,1607
7395,764
7396,2607
7397,2405
7398,3388
7399,2808
7400,159
7401,2688
7402,3151
7403,2967
7404,1900
7405,3664
7406,2377
7407,1251
7408,1034
7409,1063
7410,1228
7411,3483
7412,1499
7413,3825
7414,221
7415,2988
7416,233
7417,2912
7418,3043
7419,2175
7420,3547
7421,3565
7422,763
7423,3990
7424,155
7425,1648
7426,1363
7427,2760
7428,1965
7429,758
7430,2344
7431,3872
7432,2374
7433,953
7434,1484
7435,5
7436,1729
7437,3544
7438,3577
7439,717
7440,3577
7441,3343
7442,3114
7443,430
7444,3483
7445,1889
7446,955
7447,1711
7448,3327
7449,3080
7450,1867
7451,2623
7452,3241
7453,851
7454,204
7455,1190
7456,194
7457,2655
7458,3115
7459,608
7460,2597
7461,651
7462,476
7463,1658
7464,875
